WordNet_ID,filename
n01667778,ILSVRC2012_val_00021982.JPEG
n01667778,ILSVRC2012_val_00022198.JPEG
n01667778,ILSVRC2012_val_00022350.JPEG
n01667778,ILSVRC2012_val_00024736.JPEG
n01667778,ILSVRC2012_val_00025611.JPEG
n01667778,ILSVRC2012_val_00027859.JPEG
n01667778,ILSVRC2012_val_00028599.JPEG
n01667778,ILSVRC2012_val_00029806.JPEG
n01667778,ILSVRC2012_val_00031674.JPEG
n01667778,ILSVRC2012_val_00031774.JPEG
n01667778,ILSVRC2012_val_00031793.JPEG
n01667778,ILSVRC2012_val_00031815.JPEG
n01667778,ILSVRC2012_val_00032135.JPEG
n01667778,ILSVRC2012_val_00032405.JPEG
n01667778,ILSVRC2012_val_00032805.JPEG
n01667778,ILSVRC2012_val_00034728.JPEG
n01667778,ILSVRC2012_val_00034770.JPEG
n01667778,ILSVRC2012_val_00037154.JPEG
n01667778,ILSVRC2012_val_00038628.JPEG
n01667778,ILSVRC2012_val_00039024.JPEG
n01667778,ILSVRC2012_val_00040231.JPEG
n01667778,ILSVRC2012_val_00040301.JPEG
n01667778,ILSVRC2012_val_00040314.JPEG
n01667778,ILSVRC2012_val_00040776.JPEG
n01667778,ILSVRC2012_val_00040787.JPEG
n01667778,ILSVRC2012_val_00042023.JPEG
n01667778,ILSVRC2012_val_00042664.JPEG
n01667778,ILSVRC2012_val_00046149.JPEG
n01687978,ILSVRC2012_val_00003821.JPEG
n01687978,ILSVRC2012_val_00005031.JPEG
n01687978,ILSVRC2012_val_00005781.JPEG
n01687978,ILSVRC2012_val_00006859.JPEG
n01687978,ILSVRC2012_val_00007035.JPEG
n01687978,ILSVRC2012_val_00011158.JPEG
n01687978,ILSVRC2012_val_00011448.JPEG
n01687978,ILSVRC2012_val_00011541.JPEG
n01687978,ILSVRC2012_val_00012120.JPEG
n01687978,ILSVRC2012_val_00012365.JPEG
n01687978,ILSVRC2012_val_00012553.JPEG
n01687978,ILSVRC2012_val_00012949.JPEG
n01687978,ILSVRC2012_val_00013870.JPEG
n01687978,ILSVRC2012_val_00014902.JPEG
n01687978,ILSVRC2012_val_00016308.JPEG
n01687978,ILSVRC2012_val_00016637.JPEG
n01687978,ILSVRC2012_val_00016858.JPEG
n01687978,ILSVRC2012_val_00017561.JPEG
n01687978,ILSVRC2012_val_00018305.JPEG
n01687978,ILSVRC2012_val_00018675.JPEG
n01687978,ILSVRC2012_val_00020538.JPEG
n01687978,ILSVRC2012_val_00021582.JPEG
n01687978,ILSVRC2012_val_00022247.JPEG
n01687978,ILSVRC2012_val_00026948.JPEG
n01687978,ILSVRC2012_val_00028397.JPEG
n01687978,ILSVRC2012_val_00029055.JPEG
n01687978,ILSVRC2012_val_00029859.JPEG
n01687978,ILSVRC2012_val_00029880.JPEG
n01687978,ILSVRC2012_val_00030918.JPEG
n01687978,ILSVRC2012_val_00033218.JPEG
n01687978,ILSVRC2012_val_00033596.JPEG
n01687978,ILSVRC2012_val_00034122.JPEG
n01687978,ILSVRC2012_val_00035717.JPEG
n01687978,ILSVRC2012_val_00037200.JPEG
n01687978,ILSVRC2012_val_00037510.JPEG
n01687978,ILSVRC2012_val_00037655.JPEG
n01687978,ILSVRC2012_val_00038998.JPEG
n01687978,ILSVRC2012_val_00040115.JPEG
n01687978,ILSVRC2012_val_00040444.JPEG
n01687978,ILSVRC2012_val_00041169.JPEG
n01687978,ILSVRC2012_val_00041253.JPEG
n01687978,ILSVRC2012_val_00041541.JPEG
n01687978,ILSVRC2012_val_00041710.JPEG
n01687978,ILSVRC2012_val_00042029.JPEG
n01687978,ILSVRC2012_val_00044934.JPEG
n01687978,ILSVRC2012_val_00045976.JPEG
n01687978,ILSVRC2012_val_00046258.JPEG
n01687978,ILSVRC2012_val_00046277.JPEG
n01687978,ILSVRC2012_val_00047354.JPEG
n01687978,ILSVRC2012_val_00049072.JPEG
n01735189,ILSVRC2012_val_00000006.JPEG
n01735189,ILSVRC2012_val_00000806.JPEG
n01735189,ILSVRC2012_val_00001309.JPEG
n01735189,ILSVRC2012_val_00002452.JPEG
n01735189,ILSVRC2012_val_00002679.JPEG
n01735189,ILSVRC2012_val_00003155.JPEG
n01735189,ILSVRC2012_val_00003286.JPEG
n01735189,ILSVRC2012_val_00003644.JPEG
n01735189,ILSVRC2012_val_00006105.JPEG
n01735189,ILSVRC2012_val_00006699.JPEG
n01735189,ILSVRC2012_val_00008072.JPEG
n01735189,ILSVRC2012_val_00008130.JPEG
n01735189,ILSVRC2012_val_00009169.JPEG
n01735189,ILSVRC2012_val_00009492.JPEG
n01735189,ILSVRC2012_val_00010140.JPEG
n01735189,ILSVRC2012_val_00010275.JPEG
n01735189,ILSVRC2012_val_00011210.JPEG
n01735189,ILSVRC2012_val_00012433.JPEG
n01735189,ILSVRC2012_val_00014330.JPEG
n01735189,ILSVRC2012_val_00015823.JPEG
n01735189,ILSVRC2012_val_00016144.JPEG
n01735189,ILSVRC2012_val_00018284.JPEG
n01735189,ILSVRC2012_val_00019982.JPEG
n01735189,ILSVRC2012_val_00021496.JPEG
n01735189,ILSVRC2012_val_00023442.JPEG
n01735189,ILSVRC2012_val_00023657.JPEG
n01735189,ILSVRC2012_val_00026122.JPEG
n01735189,ILSVRC2012_val_00029552.JPEG
n01735189,ILSVRC2012_val_00029712.JPEG
n01735189,ILSVRC2012_val_00029744.JPEG
n01735189,ILSVRC2012_val_00032161.JPEG
n01735189,ILSVRC2012_val_00032997.JPEG
n01735189,ILSVRC2012_val_00034054.JPEG
n01735189,ILSVRC2012_val_00034251.JPEG
n01735189,ILSVRC2012_val_00034443.JPEG
n01735189,ILSVRC2012_val_00034587.JPEG
n01735189,ILSVRC2012_val_00034915.JPEG
n01735189,ILSVRC2012_val_00035429.JPEG
n01735189,ILSVRC2012_val_00037764.JPEG
n01735189,ILSVRC2012_val_00039522.JPEG
n01735189,ILSVRC2012_val_00041348.JPEG
n01735189,ILSVRC2012_val_00041743.JPEG
n01735189,ILSVRC2012_val_00042134.JPEG
n01735189,ILSVRC2012_val_00043639.JPEG
n01735189,ILSVRC2012_val_00044086.JPEG
n01735189,ILSVRC2012_val_00044922.JPEG
n01735189,ILSVRC2012_val_00045256.JPEG
n01735189,ILSVRC2012_val_00045481.JPEG
n01735189,ILSVRC2012_val_00046211.JPEG
n01735189,ILSVRC2012_val_00046440.JPEG
n01737021,ILSVRC2012_val_00000084.JPEG
n01737021,ILSVRC2012_val_00002725.JPEG
n01737021,ILSVRC2012_val_00002836.JPEG
n01737021,ILSVRC2012_val_00003268.JPEG
n01737021,ILSVRC2012_val_00004040.JPEG
n01737021,ILSVRC2012_val_00004143.JPEG
n01737021,ILSVRC2012_val_00004182.JPEG
n01737021,ILSVRC2012_val_00004689.JPEG
n01737021,ILSVRC2012_val_00006011.JPEG
n01737021,ILSVRC2012_val_00009042.JPEG
n01737021,ILSVRC2012_val_00010522.JPEG
n01737021,ILSVRC2012_val_00010870.JPEG
n01737021,ILSVRC2012_val_00011483.JPEG
n01737021,ILSVRC2012_val_00013820.JPEG
n01737021,ILSVRC2012_val_00015666.JPEG
n01737021,ILSVRC2012_val_00018334.JPEG
n01737021,ILSVRC2012_val_00021332.JPEG
n01737021,ILSVRC2012_val_00023572.JPEG
n01737021,ILSVRC2012_val_00024682.JPEG
n01737021,ILSVRC2012_val_00025026.JPEG
n01737021,ILSVRC2012_val_00025190.JPEG
n01737021,ILSVRC2012_val_00025472.JPEG
n01737021,ILSVRC2012_val_00027228.JPEG
n01737021,ILSVRC2012_val_00027598.JPEG
n01737021,ILSVRC2012_val_00028076.JPEG
n01737021,ILSVRC2012_val_00028763.JPEG
n01737021,ILSVRC2012_val_00028861.JPEG
n01737021,ILSVRC2012_val_00031775.JPEG
n01737021,ILSVRC2012_val_00031779.JPEG
n01737021,ILSVRC2012_val_00033684.JPEG
n01737021,ILSVRC2012_val_00034970.JPEG
n01737021,ILSVRC2012_val_00035379.JPEG
n01737021,ILSVRC2012_val_00036116.JPEG
n01737021,ILSVRC2012_val_00036587.JPEG
n01737021,ILSVRC2012_val_00037800.JPEG
n01737021,ILSVRC2012_val_00038046.JPEG
n01737021,ILSVRC2012_val_00038270.JPEG
n01737021,ILSVRC2012_val_00040447.JPEG
n01737021,ILSVRC2012_val_00041829.JPEG
n01737021,ILSVRC2012_val_00042105.JPEG
n01737021,ILSVRC2012_val_00043245.JPEG
n01737021,ILSVRC2012_val_00043805.JPEG
n01737021,ILSVRC2012_val_00044544.JPEG
n01737021,ILSVRC2012_val_00045619.JPEG
n01737021,ILSVRC2012_val_00045831.JPEG
n01737021,ILSVRC2012_val_00046131.JPEG
n01737021,ILSVRC2012_val_00046699.JPEG
n01737021,ILSVRC2012_val_00046709.JPEG
n01737021,ILSVRC2012_val_00047243.JPEG
n01737021,ILSVRC2012_val_00049609.JPEG
n01797886,ILSVRC2012_val_00002539.JPEG
n01797886,ILSVRC2012_val_00005315.JPEG
n01797886,ILSVRC2012_val_00005328.JPEG
n01797886,ILSVRC2012_val_00005675.JPEG
n01797886,ILSVRC2012_val_00006024.JPEG
n01797886,ILSVRC2012_val_00007986.JPEG
n01797886,ILSVRC2012_val_00009565.JPEG
n01797886,ILSVRC2012_val_00009679.JPEG
n01797886,ILSVRC2012_val_00011822.JPEG
n01797886,ILSVRC2012_val_00012669.JPEG
n01797886,ILSVRC2012_val_00017454.JPEG
n01797886,ILSVRC2012_val_00018626.JPEG
n01797886,ILSVRC2012_val_00019885.JPEG
n01797886,ILSVRC2012_val_00021417.JPEG
n01797886,ILSVRC2012_val_00021625.JPEG
n01797886,ILSVRC2012_val_00021954.JPEG
n01797886,ILSVRC2012_val_00022110.JPEG
n01797886,ILSVRC2012_val_00022115.JPEG
n01797886,ILSVRC2012_val_00022334.JPEG
n01797886,ILSVRC2012_val_00022992.JPEG
n01797886,ILSVRC2012_val_00023338.JPEG
n01797886,ILSVRC2012_val_00025200.JPEG
n01797886,ILSVRC2012_val_00026375.JPEG
n01797886,ILSVRC2012_val_00026924.JPEG
n01797886,ILSVRC2012_val_00028119.JPEG
n01797886,ILSVRC2012_val_00028604.JPEG
n01797886,ILSVRC2012_val_00030036.JPEG
n01797886,ILSVRC2012_val_00030891.JPEG
n01797886,ILSVRC2012_val_00031380.JPEG
n01797886,ILSVRC2012_val_00033167.JPEG
n01797886,ILSVRC2012_val_00033393.JPEG
n01797886,ILSVRC2012_val_00033503.JPEG
n01797886,ILSVRC2012_val_00035521.JPEG
n01797886,ILSVRC2012_val_00036227.JPEG
n01797886,ILSVRC2012_val_00036573.JPEG
n01797886,ILSVRC2012_val_00036713.JPEG
n01797886,ILSVRC2012_val_00037408.JPEG
n01797886,ILSVRC2012_val_00039021.JPEG
n01797886,ILSVRC2012_val_00039964.JPEG
n01797886,ILSVRC2012_val_00040000.JPEG
n01797886,ILSVRC2012_val_00040334.JPEG
n01797886,ILSVRC2012_val_00040357.JPEG
n01797886,ILSVRC2012_val_00041329.JPEG
n01797886,ILSVRC2012_val_00041375.JPEG
n01797886,ILSVRC2012_val_00041909.JPEG
n01797886,ILSVRC2012_val_00042038.JPEG
n01797886,ILSVRC2012_val_00043241.JPEG
n01797886,ILSVRC2012_val_00043258.JPEG
n01797886,ILSVRC2012_val_00047230.JPEG
n01797886,ILSVRC2012_val_00049595.JPEG
n01806567,ILSVRC2012_val_00003015.JPEG
n01806567,ILSVRC2012_val_00003833.JPEG
n01806567,ILSVRC2012_val_00007630.JPEG
n01806567,ILSVRC2012_val_00009852.JPEG
n01806567,ILSVRC2012_val_00010714.JPEG
n01806567,ILSVRC2012_val_00012223.JPEG
n01806567,ILSVRC2012_val_00013229.JPEG
n01806567,ILSVRC2012_val_00013364.JPEG
n01806567,ILSVRC2012_val_00015987.JPEG
n01806567,ILSVRC2012_val_00016421.JPEG
n01806567,ILSVRC2012_val_00016887.JPEG
n01806567,ILSVRC2012_val_00017767.JPEG
n01806567,ILSVRC2012_val_00018134.JPEG
n01806567,ILSVRC2012_val_00018248.JPEG
n01806567,ILSVRC2012_val_00018648.JPEG
n01806567,ILSVRC2012_val_00022619.JPEG
n01806567,ILSVRC2012_val_00024172.JPEG
n01806567,ILSVRC2012_val_00026021.JPEG
n01806567,ILSVRC2012_val_00026481.JPEG
n01806567,ILSVRC2012_val_00028414.JPEG
n01806567,ILSVRC2012_val_00028529.JPEG
n01806567,ILSVRC2012_val_00028765.JPEG
n01806567,ILSVRC2012_val_00029972.JPEG
n01806567,ILSVRC2012_val_00031776.JPEG
n01806567,ILSVRC2012_val_00032344.JPEG
n01806567,ILSVRC2012_val_00033162.JPEG
n01806567,ILSVRC2012_val_00034330.JPEG
n01806567,ILSVRC2012_val_00034349.JPEG
n01806567,ILSVRC2012_val_00035250.JPEG
n01806567,ILSVRC2012_val_00035426.JPEG
n01806567,ILSVRC2012_val_00035625.JPEG
n01806567,ILSVRC2012_val_00035938.JPEG
n01806567,ILSVRC2012_val_00035989.JPEG
n01806567,ILSVRC2012_val_00036845.JPEG
n01806567,ILSVRC2012_val_00036874.JPEG
n01806567,ILSVRC2012_val_00037852.JPEG
n01806567,ILSVRC2012_val_00038736.JPEG
n01806567,ILSVRC2012_val_00039883.JPEG
n01806567,ILSVRC2012_val_00040002.JPEG
n01806567,ILSVRC2012_val_00040056.JPEG
n01806567,ILSVRC2012_val_00040803.JPEG
n01806567,ILSVRC2012_val_00041960.JPEG
n01806567,ILSVRC2012_val_00043158.JPEG
n01806567,ILSVRC2012_val_00043462.JPEG
n01806567,ILSVRC2012_val_00043633.JPEG
n01806567,ILSVRC2012_val_00043990.JPEG
n01806567,ILSVRC2012_val_00045234.JPEG
n01806567,ILSVRC2012_val_00046089.JPEG
n01806567,ILSVRC2012_val_00047472.JPEG
n01806567,ILSVRC2012_val_00048907.JPEG
n01873310,ILSVRC2012_val_00000189.JPEG
n01873310,ILSVRC2012_val_00000940.JPEG
n01873310,ILSVRC2012_val_00004678.JPEG
n01873310,ILSVRC2012_val_00005301.JPEG
n01873310,ILSVRC2012_val_00006520.JPEG
n01873310,ILSVRC2012_val_00006797.JPEG
n01873310,ILSVRC2012_val_00006884.JPEG
n01873310,ILSVRC2012_val_00006999.JPEG
n01873310,ILSVRC2012_val_00007800.JPEG
n01873310,ILSVRC2012_val_00008588.JPEG
n01873310,ILSVRC2012_val_00008907.JPEG
n01873310,ILSVRC2012_val_00009671.JPEG
n01873310,ILSVRC2012_val_00011130.JPEG
n01873310,ILSVRC2012_val_00011213.JPEG
n01873310,ILSVRC2012_val_00011598.JPEG
n01873310,ILSVRC2012_val_00012431.JPEG
n01873310,ILSVRC2012_val_00013182.JPEG
n01873310,ILSVRC2012_val_00013689.JPEG
n01873310,ILSVRC2012_val_00015299.JPEG
n01873310,ILSVRC2012_val_00016096.JPEG
n01873310,ILSVRC2012_val_00016323.JPEG
n01873310,ILSVRC2012_val_00016425.JPEG
n01873310,ILSVRC2012_val_00018571.JPEG
n01873310,ILSVRC2012_val_00019085.JPEG
n01873310,ILSVRC2012_val_00019284.JPEG
n01873310,ILSVRC2012_val_00021279.JPEG
n01873310,ILSVRC2012_val_00022278.JPEG
n01873310,ILSVRC2012_val_00022372.JPEG
n01873310,ILSVRC2012_val_00022384.JPEG
n01873310,ILSVRC2012_val_00023078.JPEG
n01873310,ILSVRC2012_val_00023182.JPEG
n01873310,ILSVRC2012_val_00024688.JPEG
n01873310,ILSVRC2012_val_00024992.JPEG
n01873310,ILSVRC2012_val_00027067.JPEG
n01873310,ILSVRC2012_val_00028153.JPEG
n01873310,ILSVRC2012_val_00028260.JPEG
n01873310,ILSVRC2012_val_00029318.JPEG
n01873310,ILSVRC2012_val_00029743.JPEG
n01873310,ILSVRC2012_val_00035112.JPEG
n01873310,ILSVRC2012_val_00036442.JPEG
n01873310,ILSVRC2012_val_00038330.JPEG
n01873310,ILSVRC2012_val_00041141.JPEG
n01873310,ILSVRC2012_val_00041827.JPEG
n01873310,ILSVRC2012_val_00042336.JPEG
n01873310,ILSVRC2012_val_00042448.JPEG
n01873310,ILSVRC2012_val_00044256.JPEG
n01873310,ILSVRC2012_val_00046962.JPEG
n01873310,ILSVRC2012_val_00047406.JPEG
n01873310,ILSVRC2012_val_00048752.JPEG
n01873310,ILSVRC2012_val_00049761.JPEG
n01917289,ILSVRC2012_val_00000011.JPEG
n01917289,ILSVRC2012_val_00000371.JPEG
n01917289,ILSVRC2012_val_00001057.JPEG
n01917289,ILSVRC2012_val_00003392.JPEG
n01917289,ILSVRC2012_val_00007027.JPEG
n01917289,ILSVRC2012_val_00007309.JPEG
n01917289,ILSVRC2012_val_00007329.JPEG
n01917289,ILSVRC2012_val_00007345.JPEG
n01917289,ILSVRC2012_val_00007661.JPEG
n01917289,ILSVRC2012_val_00008087.JPEG
n01917289,ILSVRC2012_val_00008692.JPEG
n01917289,ILSVRC2012_val_00013079.JPEG
n01917289,ILSVRC2012_val_00014410.JPEG
n01917289,ILSVRC2012_val_00016569.JPEG
n01917289,ILSVRC2012_val_00016646.JPEG
n01917289,ILSVRC2012_val_00016836.JPEG
n01917289,ILSVRC2012_val_00017794.JPEG
n01917289,ILSVRC2012_val_00018135.JPEG
n01917289,ILSVRC2012_val_00018203.JPEG
n01917289,ILSVRC2012_val_00018292.JPEG
n01917289,ILSVRC2012_val_00019987.JPEG
n01917289,ILSVRC2012_val_00021843.JPEG
n01917289,ILSVRC2012_val_00022239.JPEG
n01917289,ILSVRC2012_val_00022983.JPEG
n01917289,ILSVRC2012_val_00026144.JPEG
n01917289,ILSVRC2012_val_00026983.JPEG
n01917289,ILSVRC2012_val_00032351.JPEG
n01917289,ILSVRC2012_val_00032621.JPEG
n01917289,ILSVRC2012_val_00033373.JPEG
n01917289,ILSVRC2012_val_00033440.JPEG
n01917289,ILSVRC2012_val_00035853.JPEG
n01917289,ILSVRC2012_val_00037359.JPEG
n01917289,ILSVRC2012_val_00037660.JPEG
n01917289,ILSVRC2012_val_00037786.JPEG
n01917289,ILSVRC2012_val_00039043.JPEG
n01917289,ILSVRC2012_val_00040668.JPEG
n01917289,ILSVRC2012_val_00041690.JPEG
n01917289,ILSVRC2012_val_00041921.JPEG
n01917289,ILSVRC2012_val_00044533.JPEG
n01917289,ILSVRC2012_val_00045124.JPEG
n01917289,ILSVRC2012_val_00045202.JPEG
n01917289,ILSVRC2012_val_00045307.JPEG
n01917289,ILSVRC2012_val_00046097.JPEG
n01917289,ILSVRC2012_val_00046113.JPEG
n01917289,ILSVRC2012_val_00046765.JPEG
n01917289,ILSVRC2012_val_00047014.JPEG
n01917289,ILSVRC2012_val_00047927.JPEG
n01917289,ILSVRC2012_val_00049157.JPEG
n01917289,ILSVRC2012_val_00049461.JPEG
n01917289,ILSVRC2012_val_00049679.JPEG
n01968897,ILSVRC2012_val_00001356.JPEG
n01968897,ILSVRC2012_val_00002628.JPEG
n01968897,ILSVRC2012_val_00002715.JPEG
n01968897,ILSVRC2012_val_00002866.JPEG
n01968897,ILSVRC2012_val_00003475.JPEG
n01968897,ILSVRC2012_val_00005945.JPEG
n01968897,ILSVRC2012_val_00006342.JPEG
n01968897,ILSVRC2012_val_00006453.JPEG
n01968897,ILSVRC2012_val_00006645.JPEG
